text,translation,Category
RT @RunVee2: Atterrati. Si accorge che si trova a Bari e non a Cagliari. 😂😂 #Ryanair volo Pisa - Bari https://t.co/yIHTk6GrUs,RT @RunVee2: Landed. He realizes that he is in Bari and not Cagliari. 😂😂 #Ryanair flight Pisa - Bari https://t.co/yIHTk6GrUs,in-flight experience
"Hi @lufthansa on your app, flight 464 is listed as “on time”. It has. It left yet. Any update on this?","Hi @lufthansa on your app, flight 464 is listed as “on time”. It has. It left yet. Any update on this?",in-flight experience
@Ryanair Hi. I need some help with baggage booking for my flight. Can you please open a DM line?,@Ryanair Hi. I need some help with baggage booking for my flight. Can you please open a DM line?,booking problems
"@Qantas And last time I gave this info... nothing.
I want a written guarantee that my original request will be foll… https://t.co/SBvB9YeDsE","@Qantas And last time I gave this info... nothing.
I want a written guarantee that my original request will be foll… https://t.co/SBvB9YeDsE",flight information requests
@addblackman We understand that you would prefer to have your baggage with you on board. Our colleagues at the airp… https://t.co/FbSdhuCa16,@addblackman We understand that you would prefer to have your baggage with you on board. Our colleagues at the airp… https://t.co/FbSdhuCa16,seating and boarding challenges
"RT @MaxGramel: Gentile passeggero furibondo del volo Ryanair Pisa-Bari, ha quasi tutta la mia solidarietà. 

“Un eroe del nostro tempo”, #I…","RT @MaxGramel: Dear furious passenger on the Ryanair Pisa-Bari flight, you have almost all my solidarity. 

“A hero of our time”, #I…",in-flight experience
"RT @MaxGramel: Gentile passeggero furibondo del volo Ryanair Pisa-Bari, ha quasi tutta la mia solidarietà. 

“Un eroe del nostro tempo”, #I…","RT @MaxGramel: Dear furious passenger on the Ryanair Pisa-Bari flight, you have almost all my solidarity. 

“A hero of our time”, #I…",in-flight experience
"Ryanair Boeing 737NG 8AS/W (EI-EMM, #4CA855) as flight #RYR17HT at 33400 ft heading south east bound OTT west of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-EMM, #4CA855) as flight #RYR17HT at 33400 ft heading south east bound OTT west of #RyanHQ",in-flight experience
"@Amber_vanderWal Hoi Amber, we adviseren je om contact op te nemen met de Lost&amp;Found afdeling van het vliegveld van… https://t.co/1koHam4loM","@Amber_vanderWal Hi Amber, we advise you to contact the Lost&amp;Found department of the airport… https://t.co/1koHam4loM",lost luggage
"@RobinTritschler Hey, Robin. Which lounge were you in? Please also DM your booking info, passport number and expiry… https://t.co/r7PKaWKtkn","@RobinTritschler Hey, Robin. Which lounge were you in? Please also DM your booking info, passport number and expiry… https://t.co/r7PKaWKtkn",booking problems
"@addblackman Keys, medicines or your laptop may always be taken from this baggage to be carried with you. On our we… https://t.co/shlYh92rOs","@addblackman Keys, medicines or your laptop may always be taken from this baggage to be carried with you. On our we… https://t.co/shlYh92rOs",baggage issues
"Hi @lufthansa on your app, flight 464 is listed as “on time”. It has not left yet. Any update on this?","Hi @lufthansa on your app, flight 464 is listed as “on time”. It has not left yet. Any update on this?",in-flight experience
"@nicolakm2 @RobChristie91 Hi, we are sorry. Contact us via DM in order to search for your reservation.
Tere","@nicolakm2 @RobChristie91 Hi, we are sorry. Contact us via DM in order to search for your reservation.
Tere",booking problems
@British_Airways Hi BA :). Do you allow plane pals on your flights? https://t.co/NqfQ9F2MgT,@British_Airways Hi BA :). Do you allow plane pals on your flights? https://t.co/NqfQ9F2MgT,in-flight experience
@pamelarackguest Let's see how we can help. Drop us a DM with as much info as possible and remember to include your… https://t.co/nCy64qUj5h,@pamelarackguest Let's see how we can help. Drop us a DM with as much info as possible and remember to include your… https://t.co/nCy64qUj5h,flight information requests
RT @NHNieuws: KLM wil zelf ook van vluchten naar Brussel af https://t.co/9BB10gPNqh https://t.co/jhzqxfNDaP,RT @NHNieuws: KLM also wants to get rid of flights to Brussels https://t.co/9BB10gPNqh https://t.co/jhzqxfNDaP,in-flight experience
@americanair Big shoutout to these hard working managers in Charlotte for helping us board our flight to Dallas whi… https://t.co/spGlz2vCmI,@americanair Big shoutout to these hard working managers in Charlotte for helping us board our flight to Dallas whi… https://t.co/spGlz2vCmI,seating and boarding challenges
RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,refund complaints
Another slow hand clap for @British_Airways and their consistently poor baggage operation at Heathrow. 20 minutes a… https://t.co/urI49rKWro,Another slow hand clap for @British_Airways and their consistently poor baggage operation at Heathrow. 20 minutes a… https://t.co/urI49rKWro,baggage issues
"RT @asemota: Compare to the flight from San Francisco to London to the one between London and Accra. Same phone, same @British_Airways. htt…","RT @asemota: Compare to the flight from San Francisco to London to the one between London and Accra. Same phone, same @British_Airways. htt…",in-flight experience
RT @ameyaw112: Thank you @SingaporeAir for showing me around your Airbus A380  / First Class Suite . I enjoyed the experience 😁 i will sure…,RT @ameyaw112: Thank you @SingaporeAir for showing me around your Airbus A380  / First Class Suite . I enjoyed the experience 😁 i will sure…,in-flight experience
@VictoriaW_PA We'd love to give you a hand with this. Please DM us with plenty of info about what you need help wit… https://t.co/31bPxkTtQE,@VictoriaW_PA We'd love to give you a hand with this. Please DM us with plenty of info about what you need help wit… https://t.co/31bPxkTtQE,flight information requests
RT @ameyaw112: Thank you @SingaporeAir for showing me around your Airbus A380  / First Class Suite . I enjoyed the experience 😁 i will sure…,RT @ameyaw112: Thank you @SingaporeAir for showing me around your Airbus A380  / First Class Suite . I enjoyed the experience 😁 i will sure…,in-flight experience
I should rethink using @AmericanAir. Needed to change flight. Business happens. I'm Platinum Pro status w/… https://t.co/9mkoRWi7j4,I should rethink using @AmericanAir. Needed to change flight. Business happens. I'm Platinum Pro status w/… https://t.co/9mkoRWi7j4,in-flight experience
"@danmilleruk @slanty Hi, if you need any assistance please contact us DM. Thank you!
Ale","@danmilleruk @slanty Hi, if you need any assistance please contact us DM. Thank you!
Ale",special assistance requests
"@Ryanair I think I may have double booked bags for my flight, are you able to help? 🙏 thanks","@Ryanair I think I may have double booked bags for my flight, are you able to help? 🙏 thanks",booking problems
"RT @AeropuertoUIO: Ecuador tiene a la Luz de América y Francia a la Ciudad de la Luz, muy pronto ambos destinos se conectarán en un vuelo d…","RT @AeropuertoUIO: Ecuador has the Light of America and France has the City of Light, very soon both destinations will connect on a flight from…",in-flight experience
@AmericanAir What good is American Airlines customer service?  Not very good.  Can't get them to help out with… https://t.co/DjPrqlnqC3,@AmericanAir What good is American Airlines customer service?  Not very good.  Can't get them to help out with… https://t.co/DjPrqlnqC3,customer service complaints
@jwwashburn We expect to receive more information at 15:30 from the airport. As soon as there is an update regardin… https://t.co/i4lUdTSCK2,@jwwashburn We expect to receive more information at 15:30 from the airport. As soon as there is an update regardin… https://t.co/i4lUdTSCK2,flight information requests
RT @kjwoerkom: @klm pakt na omvallen @jetairways vluchten naar Bangalore op. Colombo wordt gestaakt wegens dalend toerisme #srilanka door t…,RT @kjwoerkom: @klm picks up flights to Bangalore after @jetairways collapse. Colombo is halted due to declining tourism #srilanka by t…,in-flight experience
"Qantas flight #QFA11 spotted at 15,500 feet! https://t.co/NMv1YGXQUu","Qantas flight #QFA11 spotted at 15,500 feet! https://t.co/NMv1YGXQUu",in-flight experience
RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,refund complaints
"@ZncPt Hi, may we have DM  the booking reference number to check?Meri https://t.co/lJbiiehJxU","@ZncPt Hi, may we have DM  the booking reference number to check?Meri https://t.co/lJbiiehJxU",booking problems
Looks like we owe debt of gratitude to @AmericanAir workers for the delay in even more seats being squeezed onto th… https://t.co/8imEmb8vPR,Looks like we owe debt of gratitude to @AmericanAir workers for the delay in even more seats being squeezed onto th… https://t.co/8imEmb8vPR,flight delays and cancellations
"RT @aneeshp: KLM will operate thrice week between Amsterdam-Bengaluru from October 

KLM vliegt na wegvallen Jet Airways zelf op Bangalore…","RT @aneeshp: KLM will operate thrice week between Amsterdam-Bengaluru from October 

KLM itself will fly to Bangalore after the cancellation of Jet Airways...",flight delays and cancellations
"@carolinehooton We appreciate your patience whilst you're waiting for your bags, Caroline. Which flight did you arrive on? Steph","@carolinehooton We appreciate your patience whilst you're waiting for your bags, Caroline. Which flight did you arrive on? Steph",in-flight experience
RT @EtihadAirways: A new adventure is taking flight. Where will yours be? #Etihad787 https://t.co/gTR0xqbJdl,RT @EtihadAirways: A new adventure is taking flight. Where will yours be? #Etihad787 https://t.co/gTR0xqbJdl,in-flight experience
#Lufthansa Technik: Readiness to offer cabin completions for the #Airbus #A220 - #VIP #VVIP #BusinessJet #bizjet… https://t.co/DIijCEjPsX,#Lufthansa Technik: Readiness to offer cabin completions for the #Airbus #A220 - #VIP #VVIP #BusinessJet #bizjet… https://t.co/DIijCEjPsX,promotion and offer issues
I've not mentioned Amsterdam recently. I've not mentioned KLM. I don't have location services enabled for Twitter.… https://t.co/ht1MxriMvK,I've not mentioned Amsterdam recently. I've not mentioned KLM. I don't have location services enabled for Twitter.… https://t.co/ht1MxriMvK,customer service complaints
@carlbildt @SAS much better service to MUC than @lufthansa &amp; @Aeroplan eligible.,@carlbildt @SAS much better service to MUC than @lufthansa &amp; @Aeroplan eligible.,customer service complaints
"Gavivina, money is sweet 😍😍😍","Gavivina, money is sweet 😍😍😍",refund complaints
@Ryanair are an absolute disgrace. Stuck in Portugal still with no baggage. Joke.,@Ryanair are an absolute disgrace. Stuck in Portugal still with no baggage. Joke.,baggage issues
"RT @ffskennz: BLEAGH @British_Airways just changed my flight, meaning I miss the event I bought the flight for. The phone number given cost…","RT @ffskennz: BLEAGH @British_Airways just changed my flight, meaning I miss the event I bought the flight for. The phone number given cost…",in-flight experience
.@VirginAtlantic's new Airbus A350 Upper Class seating is seeing Red with its chic new updates and adjustable mood… https://t.co/hX9pJF3NIE,.@VirginAtlantic's new Airbus A350 Upper Class seating is seeing Red with its chic new updates and adjustable mood… https://t.co/hX9pJF3NIE,seating and boarding challenges
LDM14EO  EI-DPG B738 Ryanair Just landed at 2019-05-22 15:31:39.000 #LOWI #planespotting #planeinfo,LDM14EO  EI-DPG B738 Ryanair Just landed at 2019-05-22 15:31:39.000 #LOWI #planespotting #planeinfo,flight information requests
RT @Lufthansa_India: Is your flight on time? What gate does your plane leave from? Get answers to these questions and more by chatting with…,RT @Lufthansa_India: Is your flight on time? What gate does your plane leave from? Get answers to these questions and more by chatting with…,in-flight experience
